seed,n_trips,b,witness,witness_lo,witness_hi,a2_lo,a2_hi,intersects_a2,z_d_ub_equal
14,12,0.01,a5,-0.007710370000495459,0.0029249599997456244,-0.007735610000509041,0.0024180899999919347,True,True
14,12,0.05,a3,1.305826419999903,1.3169178299999658,1.3057766799997808,1.316287409999859,True,True
14,12,0.05,a4,1.305686489999971,1.3163051100000303,1.3057766799997808,1.316287409999859,True,True
14,12,0.05,a5,1.305747049999809,1.3163941500001783,1.3057766799997808,1.316287409999859,True,True
15,8,0.01,a3,-0.008751430000302207,0.0018284399998265144,-0.008788610000010522,0.0014997799999036943,True,True
15,8,0.01,a4,-0.008751430000302207,0.0018284399998265144,-0.008788610000010522,0.0014997799999036943,True,True
15,8,0.01,a5,-0.008751430000302207,0.0018284399998265144,-0.008788610000010522,0.0014997799999036943,True,True
15,8,0.05,a3,-0.010036000000127387,0.0002594799998405506,-0.009941090000211261,0.0007341400000768772,True,True
15,8,0.05,a4,-0.009990900000502734,0.0002221700001427962,-0.009941090000211261,0.0007341400000768772,True,True
15,8,0.05,a5,-0.0099593900004038,0.0002064099999188329,-0.009941090000211261,0.0007341400000768772,True,True
15,12,0.01,a3,2.6613315099998545,2.67177361999984,2.661209549999512,2.6715625900001214,True,True
15,12,0.01,a4,2.6610658599997805,2.6719784900001287,2.661209549999512,2.6715625900001214,True,True
15,12,0.01,a5,2.6613315099998545,2.67177361999984,2.661209549999512,2.6715625900001214,True,True
15,12,0.05,a3,5.3655985299997155,5.376297220000197,5.365699829999812,5.376095669999813,True,True
15,12,0.05,a4,5.365615759999855,5.3759972600000765,5.365699829999812,5.376095669999813,True,True
15,12,0.05,a5,5.365775239999948,5.376455449999867,5.365699829999812,5.376095669999813,True,True
